,label,diff,s1_pad,s2_pad,s1,s2
8185,1.2,1.32,37,36,[CLS] 어르신분들 교육을 원합니다. [SEP]                                     ,[CLS] 선배들을 교육하고 싶습니다. [SEP]                                    
1631,2.0,1.32,32,27,[CLS] 나오는 모두의 연기도 좋았고 소재도 좋았음. [SEP]                                ,[CLS] 연기 잘하는 걸로 알려진 조진웅씨의 절제된 연기도 좋았음!! [SEP]                           
2504,4.0,1.32,29,32,[CLS] 그들에게 거대의 위기가 닥쳐왔다! [SEP]                             ,[CLS] 그들에게 큰 위기가 왔다! [SEP]                                
3237,3.0,1.32,38,36,[CLS] 대마초 합법화 법률안을 제출해주세요 [SEP]                                      ,[CLS] 담배 불법화시키고 대마 합법화 해주세요 [SEP]                                    
6554,0.4,1.32,37,30,[CLS] 떡볶이 넘 맛있게 생겼어요 진짜..! [SEP]                                     ,[CLS] 아웃백 투움바 맛있겟다... [SEP]                              
6301,0.4,1.32,40,21,[CLS] 이번에는 꼭 징벌적 손해배상제 제정하라 [SEP]                                        ,[CLS] 제2의 세월호 참사를 막을려면 강력한 징벌적 민형사 처벌제도를 마련하라... [SEP]                     
3941,4.8,1.32,33,24,[CLS] ( 1. 5배속으로 보시면 시간 절약 ㅎ ) [SEP]                                 ,[CLS] ( 1. 5배속으로 보시면 시간절약 ㅋㅋㅋ ) [SEP]                        
653,4.2,1.33,0,6,"[CLS] 파리, 밤풍경, 소녀, 도둑, 고양이... 보여지는 배경의 절반 이상이 담장이나 지붕일 뿐인데도, 이야기보다는 비주얼적인 개성이 돋보이는 애니메이션. [SEP]","[CLS] 파리, 밤풍경, 소녀, 도둑, 고양이.. 배경의 절반 이상이 울타리나 지붕일 뿐이지만, 스토리라기보다는 시각적으로 돋보이는 애니메이션이다. [SEP]      "
7056,0.8,1.33,36,42,[CLS] 무능한 교육부 없애주세요 [SEP]                                    ,[CLS] 무책임한 학교 없애주세요 [SEP]                                          
3954,1.2,1.33,33,28,[CLS] 감독의 뇌가 날라갔나보다.... [SEP]                                 ,[CLS] 보는동안 괴로와요.... [SEP]                            
7640,4.4,1.33,0,10,"[CLS] e - sports나 아시안게임, 월드컵에서 1등을 하면 군대를 안가듯이 다른 국제 대회에서 1등을 하면 안가게 하면 좋겠습니다. [SEP]",[CLS] e스포츠나 아시안게임이나 월드컵에서 1등을 하면 군대에 가지 않는 것처럼 다른 국제대회에서 이기면 가지 말았으면 한다. [SEP]          
5596,0.0,1.33,11,25,"[CLS] 북한인민은 잘 살수있다는 희망이라도 있지만, 우리는 노력해도 집한채도 마련못하니 그저 포기하는게 빠를거같습니다. [SEP]           ","[CLS] 어려운 서민들, 시골 어르신들이 주로 사용하지만, 가격이 내리지 않았습니다. [SEP]                         "
5358,4.4,1.33,11,12,[CLS] 마이클 잭슨! 이 영화에 직접 나온다니... 정말 그리운 분이셨는데 이렇게 다시 볼 수 있어서 정말 감독에게 감사하네요 ㅎㅎ [SEP]           ,[CLS] 마이클 잭슨! 이 영화에 직접 나오다니.. 너무 보고 싶었지만 이렇게 다시 볼 수 있게 해주신 감독님께 정말 감사드립니다 ㅎㅎ [SEP]            
9071,3.2,1.33,36,28,[CLS] < PERSON > 의 날개뼈가 시원해집니다. [SEP]                                    ,[CLS] < PERSON > 의 흉쇄유돌근이 시원해집니다. [SEP]                            
7475,3.2,1.34,37,32,"[CLS] 이거보면서 정말 울었던, 정말감동적인영화 [SEP]                                     ",[CLS] 배찢어지게웃었지만 정말감동적인영화였어요.. ㅠㅠ [SEP]                                
7656,0.0,1.34,9,26,"[CLS] 공무원이 국가 세금 맘대로 사용하고, 감옥 몇년 가면 없던일이 되는 현실을 공금을 다시 재산 몰수 하는데 서명 해주세요 [SEP]         ",[CLS] 건물주 맘대로 1년마다 세 올릴수 있는 임대차 보호법 없애주세요 ㅠㅠ [SEP]                          
458,1.6,1.34,39,35,[CLS] 이야.. 정말 대단한영화 [SEP]                                       ,[CLS] 와우... 정말 최고의 드라마다. [SEP]                                   
9086,0.0,1.34,39,36,[CLS] 한은금통위원담합조사해주세요 [SEP]                                       ,[CLS] 국내경제좀잘살펴주세요 [SEP]                                    
2115,0.0,1.34,74,73,[CLS] 7월28일난민추방 촛불을듭시다 [SEP]                                                                          ,[CLS] 6월 12일 광화문으로 모이자! [SEP]                                                                         
5907,4.4,1.34,36,31,[CLS] 대통령비서실의 무능함 [SEP]                                    ,[CLS] 대통령비서실 무능 [SEP]                               
5015,4.2,1.35,42,43,[CLS] 보기는 보는건가요? [SEP]                                          ,[CLS] 이걸보기나 하는것입니까? [SEP]                                           
3066,3.0,1.35,51,51,[CLS] 많이 환영해주세요!! [SEP]                                                   ,[CLS] 모두들 환영해주세요 ~! [SEP]                                                   
7228,1.2,1.35,27,28,[CLS] 남은 인턴 기간도 화이팅 입니다! [SEP]                           ,[CLS] 시험기간도 화이팅입니다!! [SEP]                            
2721,0.4,1.35,21,11,[CLS] < PERSON > 의 추천으로 잘쓰고있는 뮤즈앱이 드디어 버전 2가나왔습니다 ㅎㅎ [SEP]                     ,"[CLS] 이미 커뮤니케이션 f1 score가 97점인 < PERSON > 님인데, 기어이 100점을 넘기겠다 실링은 없다 의지가 엿보인 깍두기 케이스였습니다. [SEP]           "
5159,2.4,1.35,31,29,[CLS] 오늘 디자인팀의 [UNK] 넘 재밌게 끝냈습니다!! [SEP]                               ,[CLS] 오늘 디자인팀 다방 너무 재밌었어요!! [SEP]                             
1179,3.8,1.35,45,26,[CLS] 이건 정말 뭐냐... [SEP]                                             ,[CLS] 이게 뭐야.......... [SEP]                          
2400,0.0,1.35,16,30,"[CLS] 경제활성화 돈 조기집행 좋지만 단기성과급급 말고 내실정책요망, 일자리 예산 집행 누수방지 철저해야. [SEP]                ",[CLS] 언론에 자유도 좋지만.. [SEP]                              
1302,0.0,1.35,13,26,[CLS] 지난주꺼를 몇분동안 다시보여주고 다이빙한번하면 기본번씩 다시보여주고 또보여주고... [SEP]             ,[CLS] 다시보기에서 봤는데 몇날 며칠동안 울기만했음 [SEP]                          
779,0.4,1.35,7,7,"[CLS] 비즈니스적인 관점에서 제가 맡고 있는 CE팀 업무에 대한 이야기도 했는데요, 여러모로 재밌는 시간이었습니다. [SEP]       ",[CLS] 라운지에서 공짜 커피를 마시면서 여러 이야기를 들었는데 비즈팀분들의 이야기는 제가 모르는 세상일이라 매번 너무 재밌는거 같아요 ㅎㅎ [SEP]       
8424,2.6,1.35,7,6,[CLS] 비록 요즘 영화처럼 자극적인 과장은 없지만 황신혜를 향한 안성기의 진심어린 연기에 동정이 가는 배창호감독의 작품성이 엿보이는 영화 [SEP]       ,[CLS] 요즘은 영화처럼 과언이 아닐지라도 황신혜를 향한 안성기의 진솔한 연기에 배창호 감독의 공감대를 엿볼 수 있다. [SEP]      
2762,2.2,1.35,37,42,[CLS] 색감이랑 엄청 아름다움 너무매력있음 [SEP]                                     ,[CLS] 정말 보면서 아름다움에 매료되었다. [SEP]                                          
6978,4.0,1.35,24,24,[CLS] 흡연부스 좀 늘려주세요. [SEP]                        ,[CLS] 흡연부스좀 늘려주세요 제발요 [SEP]                        
1376,0.0,1.35,33,29,[CLS] 거를 타선이없는.... ㅎㅎ [SEP]                                 ,[CLS] 다른 라인은 없습니다.... 헤헤 [SEP]                             
4654,0.2,1.35,25,26,[CLS] 비무장지대 관광산업을 육성해 평화와 번영을 실현해 주시길 청원드립니다. [SEP]                         ,[CLS] 남북 비대칭 전력을 고려하지 않은 군사 합의 무효 청원... [SEP]                          
4796,3.6,1.35,43,32,[CLS] 말이 필요없는 명작입니다 [SEP]                                           ,[CLS] 말이 필요없는 역대 최고의 명작입니다. [SEP]                                
621,3.4,1.35,15,13,[CLS] 사립유치원 일방적 폐원통보에 아이들 보호할수 있는 법이 필요합니다!! [SEP]               ,[CLS] 사립유치원의 일방적인 휴교 통보로부터 아이들을 보호할 법이 필요합니다!! [SEP]             
5823,4.2,1.36,23,18,[CLS] 사실 자신만의 구매 철학 (? ) 이 있으면 그것을 지켜 가면 좋습니다. [SEP]                       ,[CLS] 사실 자신만의 구매철학 (? ) 이 있다면 유지하는 것이 좋다. [SEP]                  
3662,1.6,1.36,26,16,[CLS] / / / / / 국토부'실거래가공개시스템'등록 관리자를'직무유기'로 고발 합니다. [SEP]                          ,[CLS] / / / / / 국토교통부가'실질거래가격공개제도'등록담당자를'관세포기'혐의로 고발했습니다. [SEP]                
7791,3.8,1.36,25,44,[CLS] - _ - ; ; 진정한 쓰레기 영화인 듯.. [SEP]                         ,[CLS] - _ - ; ; 진짜 쓰레기 영화같다... [SEP]                                            
2662,4.0,1.36,8,10,"[CLS] 제2의 전안법, 식약처의'고형비누'화장품법 지정에 앞서 - 문제제기와 재검토 또는 철회청원 [SEP]        ","[CLS] 식품의약품안전처'고형비누'화장품법 지정 전, 구법 제2호 - 문제 제기 및 재심 또는 철회 신청 [SEP]          "
3444,1.0,1.36,39,26,[CLS] 특별히 공감이가지 않았다. [SEP]                                       ,[CLS] 나는 특별히 동의하지 않았다. [SEP]                          
3530,0.0,1.37,34,37,[CLS] 한전 해체시켜야한다 [SEP]                                  ,[CLS] 국민연금 폐지하라! [SEP]                                     
6682,1.0,1.37,41,39,[CLS] 가상화폐 폐지! 찬성 합니다 [SEP]                                         ,[CLS] 가상화폐 규제 및 폐쇄 반대 합니다! [SEP]                                       
6724,0.0,1.37,20,20,[CLS] 이 컨버터를 사용해 연결한 후 DisplayLink 드라이버를 설치하면 외장 모니터를 사용할 수 있습니다. [SEP]                    ,[CLS] 일러스트레이터를 다룰 수 있으시면'우리 회사 로고 기본 최종 파일. ai'파일을 사용하시면 됩니다. [SEP]                    
4964,0.0,1.37,26,20,[CLS] 노래와 잘 어우러지는 영상 덕분인지 짧지만 강한 인상이 남네요.. [SEP]                          ,[CLS] 조금유치하지만 가볍게 볼수는 있는영화네요! [SEP]                    
576,0.0,1.37,10,20,[CLS] 요즘 클라이밍을 열심히 하신다는 얘기에.. 저도 한번 체험해보고 겨울 취미로 낙찰해보기로..! [SEP]          ,[CLS] 오늘 도착해서 사용해보다가 성능 테스트를 한번 해봤는데요. [SEP]                    
4565,0.8,1.37,10,16,"[CLS] 이번에 우리 회사를 통해 기업 고객, 내부 구성원들 뿐만 아니라 AI 생태계에 기여하여 사람 ( Mankind! ) 에 많은 가치를 줄 수 있는 멤버가 되고 싶다고 합니다. [SEP]          ","[CLS] 포부는 우리 회사 팀원분들과 함께 AI 팩 개발 잘 되게 하고 싶다고 하시는데, 벌써부터 든든한 느낌입니다. [SEP]                "
8590,3.5,1.37,20,18,[CLS] 오오등!! < PERSON > 과 자주 원온원을 하는데 이번엔 순전히 일 얘기를 배제하고 다양한 얘기 나눴습니다! [SEP]                    ,"[CLS] 오오!! < PERSON > 과 1 : 1로 자주 하는 편인데, 이번에는 일 얘기 없이 다양한 얘기를 나눴어요! [SEP]                  "
1574,3.8,1.37,0,5,[CLS] 운동도 열심히하기로 약속하고 … ( 마우스 추천 받습니다 ) 버스 타러 가는 길에 있는 위스키 리쿼샵에 들려서 구경하고 다음에 사야지 ~ 탐내며 헤어졌습니다 ~! [SEP],[CLS] 열심히 운동할 것을 약속합니다... ( 마우스추천 ) 버스타는 길에 위스키주점에 들러서 둘러보고 다음에 사야겠어요 ~ 탐욕으로 헤어졌어요 ~! [SEP]     
941,3.4,1.37,27,39,[CLS] 와 - 정말 류 감독.... 본인이 창피하지도 않나? [SEP]                           ,[CLS] 와 - 정말 류 감독님... 부끄럽지 않으세요? [SEP]                                       
7140,0.2,1.37,22,33,[CLS] 오늘마지막회라좀아쉽지만넘재미있게잘봤습니다. [UNK] [SEP]                      ,[CLS] 예전에봤지만 지금생각해도 더럽게재미없다.. [SEP]                                 
184,4.6,1.37,18,13,"[CLS] 어떻게에선 호불호가 갈릴지 모르겠지만, 어디에 서 있더라도 무엇을 바라봐야 하는지를 정확히 아는 감독인 것 같다. [SEP]                  ","[CLS] 호불호가 어떻게 갈릴지는 모르겠지만, 어디에 서든 뭘 봐야할지 정확히 아는 감독인 것 같다. [SEP]             "
